id,vehicle,step,position_x,position_y,velocity_x,velocity_y,acceleration_x,acceleration_y,rolling_velocity_x,rolling_acceleration_x,max_interaction_force,max_interaction_id,border_force,nudge_force,driving_force_x,driving_force_y
0,ebike,365,8.671899,-1.2412763,6.672306,-0.14598225,1.2044127,-0.41684636,0.11034905,1.2216946,0.0,,-0.5044586,0.0,1.2044127,0.08761225
0,ebike,366,8.783771,-1.2438128,6.6923904,-0.14528239,1.1931589,-0.41465688,0.11069147,1.2102803,0.0,,-0.5018936,0.0,1.1931589,0.08723671
0,ebike,367,8.89597,-1.246337,6.712303,-0.14458251,1.1820009,-0.41248006,0.11103082,1.1989685,0.0,,-0.4993412,0.0,1.1820009,0.08686112
0,ebike,368,9.008495,-1.248849,6.731987,-0.14388263,1.1709387,-0.41031593,0.11136718,1.1877567,0.0,,-0.4968014,0.0,1.1709387,0.08648548
0,ebike,369,9.121343,-1.2513487,6.751499,-0.14318275,1.1600028,-0.4081644,0.11170022,1.176655,0.0,,-0.4942742,0.0,1.1600028,0.08610978
0,ebike,370,9.234509,-1.2538363,6.7708397,-0.14248286,1.1491631,-0.4060256,0.112030126,1.1656582,0.0,,-0.49175963,0.0,1.1491631,0.085734025
0,ebike,371,9.347993,-1.2563117,6.7900085,-0.1417898,1.1384184,-0.4038993,0.112357005,1.1547623,0.0,,-0.4892575,0.0,1.1384184,0.08535821
0,ebike,372,9.461789,-1.2587749,6.8090057,-0.14109671,1.1277686,-0.4017818,0.11268093,1.1439648,0.0,,-0.48676792,0.0,1.1277686,0.08498612
0,ebike,373,9.575895,-1.2612259,6.827774,-0.14040363,1.1172146,-0.3996768,0.11300193,1.1332647,0.0,,-0.48429078,0.0,1.1172146,0.08461397
0,ebike,374,9.690309,-1.2636648,6.8463707,-0.13971055,1.1067883,-0.39758432,0.11331965,1.1226741,0.0,,-0.4818261,0.0,1.1067883,0.08424177
0,ebike,375,9.805026,-1.2660917,6.8647957,-0.13901745,1.0964563,-0.3955044,0.11363426,1.1121869,0.0,,-0.4793739,0.0,1.0964563,0.08386951
0,ebike,376,9.920045,-1.2685065,6.883049,-0.13833117,1.0862201,-0.39343685,0.113945864,1.1018002,0.0,,-0.47693405,0.0,1.0862201,0.0834972
0,ebike,377,10.035362,-1.2709093,6.9011307,-0.13764489,1.07608,-0.39137796,0.114254504,1.0915121,0.0,,-0.47450656,0.0,1.07608,0.08312861
0,ebike,378,10.150976,-1.2733,6.9190407,-0.1369586,1.0660341,-0.38933146,0.11456024,1.0813209,0.0,,-0.4720914,0.0,1.0660341,0.08275996
0,ebike,379,10.266884,-1.2756789,6.9368362,-0.13627231,1.056084,-0.38729733,0.11486308,1.0712261,0.0,,-0.4696886,0.0,1.056084,0.082391255
0,ebike,380,10.383082,-1.2780458,6.95446,-0.13559282,1.0461977,-0.38527548,0.11516343,1.0612147,0.0,,-0.467298,0.0,1.0461977,0.0820225
0,ebike,381,10.499569,-1.2804008,6.9719124,-0.13491333,1.0364066,-0.38326216,0.115461126,1.0512915,0.0,,-0.46491963,0.0,1.0364066,0.08165747
0,ebike,382,10.616341,-1.2827439,6.989193,-0.13423383,1.0267109,-0.3812611,0.11575609,1.0414592,0.0,,-0.46255347,0.0,1.0267109,0.081292376
0,ebike,383,10.733395,-1.2850753,7.006302,-0.13356113,1.0171106,-0.37927216,0.11604828,1.0317197,0.0,,-0.46019942,0.0,1.0171106,0.08092724
0,ebike,384,10.850728,-1.2873949,7.023239,-0.13288844,1.0076057,-0.37729162,0.11633764,1.0220741,0.0,,-0.45785743,0.0,1.0076057,0.08056582
0,ebike,385,10.968339,-1.2897028,7.0400047,-0.13221574,0.998196,-0.3753232,0.11662418,1.0125228,0.0,,-0.45552754,0.0,0.998196,0.08020434
0,ebike,386,11.086225,-1.291999,7.056656,-0.13154984,0.9888818,-0.37336683,0.11690787,1.0030664,0.0,,-0.45320964,0.0,0.9888818,0.079842806
0,ebike,387,11.204382,-1.2942835,7.0731354,-0.13088393,0.9796312,-0.37141868,0.117189094,0.99369234,0.0,,-0.45090368,0.0,0.9796312,0.07948501
0,ebike,388,11.322809,-1.2965565,7.089443,-0.13021801,0.9704759,-0.36948252,0.117467694,0.98440576,0.0,,-0.44860968,1.7,0.9704759,0.07912715
0,ebike,389,11.441504,-1.298629,7.1056366,-0.12955892,0.961416,0.3124417,0.117743574,0.97520983,0.0,,-0.44632754,1.7,0.961416,0.07876922
0,ebike,390,11.560462,-1.3003974,7.1216583,-0.11813664,0.95241964,0.7221674,0.11801705,0.9660938,0.0,,-0.44424677,1.7,0.95241964,0.078414105
0,ebike,391,11.679683,-1.30181,7.1375084,-0.100795984,0.9435187,0.9624065,0.11828795,0.9570638,0.0,,-0.4424716,1.7,0.9435187,0.07207794
0,ebike,392,11.799163,-1.3028462,7.153244,-0.080519915,0.9347131,1.1010785,0.11855616,0.9481235,0.0,,-0.44105363,1.7,0.9347131,0.06245202
0,ebike,393,11.9189005,-1.303503,7.168808,-0.059061524,0.9259711,1.178988,0.118821986,0.9392625,0.0,,-0.4400136,1.7,0.9259711,0.051193453
0,ebike,394,12.038893,-1.303788,7.1842575,-0.03744006,0.9173244,1.2206067,0.11908525,0.9304873,0.0,,-0.4393543,1.7,0.9173244,0.039276164
0,ebike,395,12.159138,-1.303714,7.1995354,-0.016239882,0.90874135,1.240609,0.1193462,0.92178893,0.0,,-0.43906835,1.7,0.90874135,0.027266439
0,ebike,396,12.279633,-1.3032972,7.214699,0.0042128563,0.90025365,1.247793,0.119604625,0.91317487,0.0,,-0.43914253,1.7,0.90025365,0.015488981
0,ebike,397,12.400375,-1.3025546,7.2296906,0.023761868,0.89182955,1.2474321,0.11986077,0.90463674,0.0,,-0.43956095,1.7,0.89182955,0.0041250694
0,ebike,398,12.521363,-1.301504,7.244568,0.042325616,0.8835008,1.2426763,0.12011439,0.89618236,0.0,,-0.44030625,1.7,0.8835008,-0.0067383866
0,ebike,399,12.642594,-1.3001628,7.2592735,0.05988371,0.8752356,1.2354159,0.120365754,0.8878037,0.0,,-0.44136077,1.7,0.8752356,-0.017056001
0,ebike,400,12.764067,-1.2985479,7.2738647,0.07644975,0.8670658,1.2267761,0.1206146,0.8795085,0.0,,-0.4427071,1.7,0.8670658,-0.026816363
0,ebike,401,12.885777,-1.2966756,7.2883415,0.0920509,0.85895956,1.2174246,0.12086119,0.8712889,0.0,,-0.44432828,1.7,0.85895956,-0.036026943
0,ebike,402,13.007725,-1.2945614,7.3026466,0.10672116,0.8509169,1.2077572,0.121105656,0.8631401,0.0,,-0.44620797,1.7,0.8509169,-0.044702746
0,ebike,403,13.129907,-1.2922201,7.3168373,0.120508075,0.84296966,1.1980076,0.1213477,0.8550719,0.0,,-0.44833067,1.7,0.84296966,-0.052862592
0,ebike,404,13.25232,-1.2896658,7.3309135,0.13345242,0.8350859,1.1883061,0.12158754,0.8470775,0.0,,-0.45068163,1.7,0.8350859,-0.06053282
0,ebike,405,13.374964,-1.2869118,7.344818,0.14559495,0.8272658,1.1787298,0.12182528,0.8391528,0.0,,-0.45324674,1.7,0.8272658,-0.06773601
0,ebike,406,13.497835,-1.2839707,7.3586082,0.15697646,0.8195415,1.1693202,0.12206063,0.83130825,0.0,,-0.45601273,1.7,0.8195415,-0.07449474
0,ebike,407,13.620932,-1.2808543,7.372284,0.1676445,0.81188035,1.160098,0.12229376,0.8235371,0.0,,-0.45896703,0.0,0.81188035,-0.08083162
0,ebike,408,13.744251,-1.2777629,7.385788,0.17763305,0.80428225,0.47106725,0.12252481,0.8158352,0.0,,-0.46209776,0.0,0.80428225,-0.086772986
0,ebike,409,13.867792,-1.2748109,7.3991776,0.1762129,0.79678,0.05442214,0.12275348,0.8082131,0.0,,-0.46520388,0.0,0.79678,-0.092336744
0,ebike,410,13.991552,-1.27206,7.4124527,0.16826284,0.78934133,-0.19255415,0.12297994,0.8006644,0.0,,-0.46817023,0.0,0.78934133,-0.091561645
0,ebike,411,14.11553,-1.2695405,7.4256134,0.1567998,0.78196627,-0.33778602,0.12320431,0.7931852,0.0,,-0.47093484,0.0,0.78196627,-0.087157816
0,ebike,412,14.239723,-1.2672642,7.4386597,0.14361084,0.77465475,-0.4220844,0.123426676,0.785773,0.0,,-0.47346717,0.0,0.77465475,-0.08080118
0,ebike,413,14.36413,-1.2652323,7.4515915,0.12974918,0.7674068,-0.4699295,0.123647064,0.7784265,0.0,,-0.47575533,0.0,0.7674068,-0.07348451
0,ebike,414,14.488748,-1.2634398,7.464409,0.11581957,0.7602225,-0.49600467,0.123865515,0.7711449,0.0,,-0.477798,0.0,0.7602225,-0.065792896
0,ebike,415,14.613574,-1.2618783,7.4770546,0.10217535,0.75310224,-0.50911075,0.12408203,0.7639279,0.0,,-0.4796002,0.0,0.75310224,-0.05806234
0,ebike,416,14.738607,-1.2605377,7.489586,0.08900678,0.7460768,-0.51452833,0.12429625,0.7567874,0.0,,-0.4811702,0.0,0.7460768,-0.050489187
0,ebike,417,14.863846,-1.2594074,7.5020027,0.07640898,0.739115,-0.5154186,0.12450832,0.7497184,0.0,,-0.48251808,0.0,0.739115,-0.043179184
0,ebike,418,14.989287,-1.2584763,7.514305,0.064429514,0.73221624,-0.51367277,0.124718346,0.7427175,0.0,,-0.4836547,0.0,0.73221624,-0.036185235
0,ebike,419,15.11493,-1.2577335,7.526493,0.05307519,0.7253821,-0.51042455,0.12492637,0.73578334,0.0,,-0.48459107,0.0,0.7253821,-0.02953381
0,ebike,420,15.240772,-1.2571684,7.5385666,0.042339202,0.7186105,-0.5063466,0.12513244,0.72891426,0.0,,-0.48533803,0.0,0.7186105,-0.02322875
0,ebike,421,15.366812,-1.256771,7.5505257,0.032207966,0.711903,-0.5018405,0.12533659,0.72210974,0.0,,-0.48590627,0.0,0.711903,-0.017266322
0,ebike,422,15.493047,-1.2565315,7.5623703,0.022654295,0.70525956,-0.49714574,0.1255388,0.7153697,0.0,,-0.48630598,0.0,0.70525956,-0.011639033
